ID Product,Product Description,ID Product Category,Own Brand
224780,FARINHA ESPIGA AMIDO MILHO LUS.2KG,FARINHAS,0
276806,LARANJA CAL7 (67/76) RCH,FRUTAS FRESCAS,0
276809,LIMAO CAL 3/4 RCH,FRUTAS FRESCAS,0
277674,COGUMELO BRANCO MÉDIO RCH,LEGUMES FRESCOS,0
277917,TOMATE BB 67/82 1CAM RCH,LEGUMES FRESCOS,0
278283,COUVE CORACAO DE BOI C/FOLHAS RCH,LEGUMES FRESCOS,0
370069,BATATA CONSERVAÇÃO P/ ASSAR BCA 10KG RCH,HORTÍCOLAS CONSERVAÇÃO,0
370149,CENOURA SC10KG (CAL25/40) RCH,LEGUMES FRESCOS,0
381775,CEBOLA CAL85+ SC15KG RCH,HORTÍCOLAS CONSERVAÇÃO,0
521206,ARROZ CAROLINO MASTERCHEF 1KG,ARROZ,1
621958,LEITE MCHEF UHT M/GORDO LT,LEITE UHT REGULAR,1
637950,FRUTOS VERMELHOS MCHEF 1KG,FRUTAS,1
666149,ALHOS SECOS CAL 40/60 SC 6KG RCH,HORTÍCOLAS CONSERVAÇÃO,0
667371,VINAGRE MCHEF BALSAMICO PET  2LT,VINAGRES,1
721718,"BANHA MCHEF BALDE 4,75KG",BANHA,1
724038,BEB ESPIRITUOSA 1920 1LT,BRANDY,0
847546,CANELA MCHEF PAU SC 500GR,ESPECIARIAS,1
857504,LEITE DE COCO ORIENTAL CHEF 400ML AF,LEITE DE COCO,0
906800,MOLHO INGLES UNCLE THOMAS 1 LT,MOLHOS,0
917036,L GORD MCHEF EXTRA FORTE 5LT,MULTIUSOS,1
927088,POLPA TOMATE MCHEF 1LT,CONSERVAS VEGETAIS,1
53407,AZEITE MCHEF 3LT,AZEITES,1
103212,"BAT. PAL. 10/10 MCHEF CONG 2,5KG",BATATA,1
478338,"MIGAS PALOCO 2,5 KG",AFINS DE BACALHAU,0
483561,OVOS MCHEF 5DZ M INDUSTRIA,OVOS GAIOLA,1
499923,"BATATA CUBOS 12/12 PRE-FRITA MCHEF 2,5KG",BATATA,1
578318,OLEO ALIMENTAR MCHEF 10 LT,ÓLEOS,1
699133,FIAMBRE CASA PORTUGUESA BARRA KG,FIAMBRES,0
815111,FRANGO QUARTO TRASEIRO CONG BLOCO,AVES / CAÇA / COELHO,0
865304,PIZZATOPPING FIOS ARLA PRO 2KG,OUTROS QUEIJOS,0
903222,ARROZ VAPORZADO MASTERCHEF 1KG,ARROZ,1
916908,MASSA MCHEF TAGLIATELLE 500G,MASSAS,1
912742,FEIJAO FRADE  UNCLE THOMAS 820 GR,CONSERVAS VEGETAIS,0
269462,CERV C/ALC BUDWEISER 33CL,CERVEJAS INTERNACIONAIS,0
53397,"PICKLES MASTER CHEF 4,5 KG",CONSERVAS VEGETAIS,1
276633,ABACATE RCH,FRUTAS FRESCAS,0
396200,QUEIJO GOURMES VO CURADO 3X75GR,QUEIJO PRATINHO,1
416540,BOV LOMBO 4/5 LBS S/C BRASIL CONG CC,BOVINO,0
471187,BOVINO CENTRO ALCATRA EUROPA VÁCUO CC,BOVINO,0
494403,POLVO CONGELADO MASTERCHEF 4000/6000,CEFALÓPODES,1
523944,ARROZ PATO REAL AGULHA 1 KG,ARROZ,0
581519,GELATINA 5 FOLHAS JERONIMOS 9G,SOBREMESAS,0
670152,MOSTARDA MCHEF 5KG,MOLHOS,1
692893,RUCÚLA SELVAGEM  HOTFORM 400G RCH,4A GAMA,0
700737,AZEITE MCHEF 5LT- MP,AZEITES,1
707764,MANTEIGA RENY PICOT C/SAL 1KG,MANTEIGAS,0
708978,NATA BATER RENY PICOT 1L 35%GO,NATAS,0
748964,QUEIJO GRANA PADANO DOP FERRARINI 180G,OUTROS QUEIJOS ESTRANGEIROS,0
776344,SPRAY CHANTILY SNEL 500 GR,NATAS,0
818501,AMENDOA MCHEF LAMINADA S/P 1KG,FRUTOS SECOS,1
824004,LEITE CONDENSADO AMANH COZIDO 385GR,SOBREMESAS,0
840535,QUEIJO PALHAIS CHEVRE 1KG,OUTROS QUEIJOS ESTRANGEIROS,0
879894,ACUCAR AMANH BCO PAP KG,AÇÚCAR,0
887865,QUEIJO BRIE PRÉSIDENT 200G,OUTROS QUEIJOS ESTRANGEIROS,0
901555,BACON EXTRA METADES MASTERCHEF KG,BACON,1
956634,QUEIJO EDAM OLDENBURGUER BARRA KG,EDAM,0
101639,"FARINHA MAIZENA 2,5 KG",FARINHAS,0
118827,MOLHO PIRI-PIRI MACARICO KG,MOLHOS,0
589377,POLPA DE TOMATE GULOSO 1KG,CONSERVAS VEGETAIS,0
697089,"COGUMELOS FERBA CORT.2,5KG",CONSERVAS VEGETAIS,0
711215,REF.CHISPA LARANJA S/G 2LT,NÃO CARBONATADOS,0
806215,OLEO TEMPERO VIVAZ PET 5LT,ÓLEOS,0
824525,WHISKY MALTE CARDHU GOLD RESERVE 70CL,WHISKY,0
828437,LEITE CONDENSADO BELAVILA 1KG,SOBREMESAS,0
903221,ARROZ VAPORIZADO AMANHECER 1KG,ARROZ,1
968777,OLEO ALIM PROFIS MESA PORTUGUESA 10LT,ÓLEOS,0
370076,BATATA CONS VERM CAL45+ 20KG RCH,HORTÍCOLAS CONSERVAÇÃO,0
734459,DOURADAS CASEIRAS RODELAS 500G,APERITIVOS E BATATA FRITA,0
11001,FARINHA BRANCA DE NEVE FINA 1KG,FARINHAS,0
317962,NÉCTAR COMPAL CLÁSSICO MANGA 1L,NÉCTARES,0
457301,FIAMBRE DA PERNA EXTRA MASTERCHEF,FIAMBRES,1
475002,ESPARGUETE MASTERCHEF 1KG,MASSAS,1
521205,ARROZ AGULHA MASTERCHEF 1 KG,ARROZ,1
605418,CAFÉ EM GRÃO LOTE CHÁVENA DELTA 1KG,CAFÉS E MISTURAS,0
629613,SOB GELLI SWEET ANANÁS 4X100G,GELATINAS,0
629616,SOB GELLI SWEET MORANGO 4X100G,GELATINAS,0
641186,BOL MARIA VIEIRA DOSES 300G,BOLACHAS,0
647447,INFUSAO GOURMES CIDREIRA 25 SAQ,CHÁS E INFUSÕES,1
655700,IOG.AMANHECER BANANA 125GR,IOGURTES,1
655701,IOG.AMANHECER TUTTI FRUTTI 125GR,IOGURTES,1
655704,IOG.AMANHECER MORANGO 125GR,IOGURTES,1
664298,PORCO CACHAÇO S/ OSSO VÁCUO C03,SUINO,0
692028,"IOGURTE AMANHECER NATURAL 0,125",IOGURTES,1
716133,AGUA C/GAS PEDRAS SALGADAS 25CL,ÁGUAS COM GÁS,0
806114,VITELÃO PÁ EKRO CC,BOVINO,0
817094,LEITE AMANH UHT MAGRO LT,LEITE UHT REGULAR,0
838459,IOG AMANHECER AROMA LIQ MORANGO 170ML,IOGURTES,1
838479,IOG AMANHECER AROMA LIQ PINACOL.170ML,IOGURTES,1
846287,PORCO TIRAS ENT RIVASAM CG KG,SUINO,0
962539,MANTEIGA COIMBRA COM SAL 1 KG,MANTEIGAS,0
106734,ROUX KNORR 1 KG,MOLHOS,0
119036,"ÁGUA SÃO MARTINHO 1,5LT",ÁGUAS LISAS,0
451586,TOMATE PELADO MCHEF 780GR,CONSERVAS VEGETAIS,1
514921,ALHEIRA DETINHA EUROFUMEIRO KG,ALHEIRAS,0
534967,QUEIJO OVELHA CUR AMANTEIGADO MCHEF KG,QUEIJOS PRATO,1
582138,ICE TEA LIVE AMANHECER MANGA 1.5LT,NÃO CARBONATADOS,1
590007,"REF 7UP ORIGINAL 1,5LT",CARBONATADOS,0
593662,OLEO ALIMENTAR MCHEF 5 LT,ÓLEOS,1
622341,PAO RALADO MCHEF 1 KG,PRODUTOS DE PADARIA,1
709049,LEITE EST.ATLANTICO UHT M/G LT,LEITE UHT REGULAR,0
761134,NATAS VAQUEIRO CR.&CR.31%1L FS,NATAS,0
806216,OLEO ALTO RENDIMENTO CINTRA PET 10 LT,ÓLEOS,0
883771,POLVO ROTO S/CALIBRE CG KG,CEFALÓPODES,0
896475,PRESUNTO DUROC 12M ARTYSAN FAT 500GR,PRESUNTOS,0
915238,DET LOICA MCHEF 10LT,DETERGENTE LOIÇA,1
926338,"V. TTO ABDEGAS 11,5% BIB 5 LT",VINHOS TINTOS,0
926340,V. BCO ABDEGAS SUBLIME 12% BIB 5 LT,VINHOS BRANCOS,0
939014,"GRELOS MIL-FOLHAS BONDUELLE 2,5KG",VEGETAIS DE FOLHA E CRUCÍFEROS,0
106702,MOSTARDA DONA SARAH 950GR,MOLHOS,0
276711,MAÇÃ GOLDEN CAL70/75 50*30 2CAM RCH,FRUTAS FRESCAS,0
277363,MAÇÃ GRANNY SMITH CAL 70/75 RCH,FRUTAS FRESCAS,0
277630,CURGETE RCH,LEGUMES FRESCOS,0
277728,ALFACE FRISADA RCH,LEGUMES FRESCOS,0
277889,TOMATE BBB 82/102 1 CAM KG RCH,LEGUMES FRESCOS,0
278096,SALSA RCH,LEGUMES FRESCOS,0
416242,BATATA COZER INT DESC 5KG 4G RCH,4A GAMA,0
446689,AGRIÃO 250G 4G RCH,4A GAMA,0
479945,ESPINAFRE 400G  4G MCHEF RCH,4A GAMA,1
483563,"COUVE FLOR MCHEF 2,5KG",VEGETAIS DE FOLHA E CRUCÍFEROS,1
508875,"ARROZ BASMATI CACAROLA 2,5KG",ARROZ,0
563180,FILETE PEIXE GATO RISCADO CG EMB 1KG,PEIXE CONG EMBALADO,0
578319,OLEO ALIMENTAR MCHEF 1 LT,ÓLEOS,1
580212,BATATA FRITA PALHA MCHEF 1KG,APERITIVOS E BATATA FRITA,1
626563,TOMATE CHERRY KG RCH,LEGUMES FRESCOS,0
709845,"TOMATE CUBOS GULOSO 2,5KG",CONSERVAS VEGETAIS,0
713836,TOUCA PLISSADA D93110 C/100,FARDAMENTO,0
720920,REFRIGERANTE COCA COLA ZERO LATA 33CL,CARBONATADOS,0
732851,QUEIJO MCHEF EDAM FAT.1KG,EDAM,1
748027,LUVAS DESC.NIT.AZ.MCHEF M 100U,LUVAS,1
749187,ALHO FRANCÊS PLT CCX,LEGUMES FRESCOS,0
759486,CEBOLINHO FRESCO 100G RCH,LEGUMES FRESCOS,0
764560,BATATA CONS CAL 35-45 5KG VITACRESS RCH,4A GAMA,0
844531,MANGA AVIÃO CAL7/9 RCH,FRUTAS FRESCAS,0
851558,OVOS NOSTRUM CLASSE M CARTAO 15 DZ IND,OVOS GAIOLA,0
858516,BRÓCOLO 40-60 CONG 10 KG,OUTROS VEGETAIS,0
865322,QUEIJO BRANCO CUBOS ARLA PRO 1KG,OUTROS QUEIJOS ESTRANGEIROS,0
891782,MANTEIGA MCHEF C/SAL KG,MANTEIGAS,1
922602,REFRIGERANTE COCA COLA ORIGINAL LATA33CL,CARBONATADOS,0
939357,COENTROS VITACRESS 100 GR RCH,LEGUMES FRESCOS,0
960298,"AGUA AMANHECER NASCENTE PET 1,5L",ÁGUAS LISAS,1
647285,INFUSAO GOURMES CAMOMILA 25 SAQ,CHÁS E INFUSÕES,1
658372,ADOÇANTE GOURMES COMP (250 SAQ),AÇÚCAR,1
707350,VINAGRE PALADIN 220X5ML,VINAGRES,0
718863,"AGUA FRIZE LIMAO 0,25 TP",ÁGUAS COM GÁS,0
875743,POLPA DE MANGA JUS 860G,FRUTAS EM CONSERVA,0
891803,LEITE AMANH S/LACT MG GFA LT,LEITE UHT ESPECIAL,0
931161,NÉCTAR UM BONGO 8FRUTOS 20CL,SUMOS,0
931454,SAL FINO MONODOS CARMENCITA 250X0.8GR,ESPECIARIAS,0
951262,"PESSEGO METADES CALDA ISLAND SUN 2,65KG",FRUTAS EM CONSERVA,0
951493,AZEITE PALADIN SAQUETAS 120X7ML,AZEITES,0
10781,MASSA MILANEZA ALETRIA 500G,MASSAS,0
53376,COGUMELOS MAST.CHEF LAMIN.780GR,CONSERVAS VEGETAIS,0
80323,MANTEIGA MIMOSA COM SAL 250G,MANTEIGAS,0
104503,FARINHA MANDIOCA SOLIBOM 400G,FARINHAS,0
494904,GUARD 33X33 FD MC 200UNX 3SX 4R01,GUARDANAPOS FOLHA DUPLA,0
592908,FIAMBRE CORRENTE BARRA MCHEF KG,FIAMBRES,1
658661,SAL AMANHECER CRISTAL KG,SAL,1
665738,VINAGRE AMANHECER DE VINHO BRANCO 1000M,VINAGRES,1
673316,MASSA AMANHECER MACARRONETE 500GR,MASSAS,1
690488,SAL AMANHECER MESA 250GR,SAL,1
690923,MILHO MCHEF DOCE 1870GR,CONSERVAS VEGETAIS,1
727073,PAPEL ALUM.MCHEF 30X200MT,CONSERVAÇÃO DE ALIMENTOS,1
752027,SACO LIXO MCHEF AT 130LT 10 UN,SACOS LIXO,1
756648,ROLO COZ.AMANHECER XXL 2F.1=10,ROLOS DE COZINHA,1
912627,FEIJAO BRANCO UNCLE THOMAS 820 GR,CONSERVAS VEGETAIS,0
916909,MASSA MCHEF FUSILLI 500G,MASSAS,1
947025,CREME VEGETAL PLANTA 400G,CREMES VEGETAIS,0
540888,"REFRIGERANTE SEM GÁS JOI LARANJA 1,5L",NÃO CARBONATADOS,0
844304,BOL AMANH MARIA SAQ 25GR,BOLACHAS,0
852092,GUARD AMANH 3F 33X33 P70,GUARDANAPOS FOLHA TRIPLA,0
890937,LIXIVIA MCHEF TRADICIONAL 5LT,LIXÍVIAS TRADICIONAIS,1
922360,BOL ÁGUA E SAL VIEIRA DOSES 168G,BOLACHAS,0
863024,QUEQUE CANELA / NOZ CG 12X84G,BOLOS E SOBREMESAS INDIVIDUAIS,0
911650,CUBA DAVVERO,ACESSORIOS TRANSPORTE,0
322238,SALSICHAS ALEMAS MASTERCHEF 8UN 1030G,SALSICHAS,1
472279,"MARMELADA MASTERCHEF 5,5KG",MEL E DOCES,1
558667,PRESUNTO 6M 1/4 MASTERCHEF KG,PRESUNTOS,1
646028,OVO PASTEURIZADO TETRA BRIK 1 Lt,OVOS PROCESSADOS,0
659150,FARINHA AMANH C/FERMENTO 1KG,FARINHAS,0
708812,QUEIJO RENY PICOT FRESCO 1KG,QUEIJOS FRESCOS,0
734562,MEL MILFLORES DIAMIR JAR 1KG,MEL E DOCES,0
758090,BEB.AMANHECER SOJA NATURAL 1LT,BEBIDA VEGETAL,1
758744,CREME BARRAR NUTELLA 60X15GR,CREMES PARA BARRAR,0
824642,MARGARINA BECEL PK 100X10 GR,CREMES VEGETAIS,0
835424,QJ MCHEF BRIE KG,OUTROS QUEIJOS ESTRANGEIROS,1
842630,AZEITE FIO DOURADO 5LT,AZEITES,0
888817,PEITO PERU BARRA CASA PORTUGUES 11X11 KG,FIAMBRES,0
104671,ARROZ CAÇAROLA AGULHA 1 KG,ARROZ,0
385856,ABACAXI CAL5/6 DELMONTE RCH,FRUTAS FRESCAS,0
729539,ÁLCOOL ETÍLICO SANITÁRIO 96% 250ML AMANH,PRODUTOS DE SAÚDE,0
821260,"FEIJÃO BAKED BEANS HEINZ 2,62 KG",CONSERVAS VEGETAIS,0
101213,TOALHA ZIGZAG RENOVA C/180,TOALHAS DE MÃO,0
491674,PAP.HIGIENICO JUMBO FD MC 120MTS,PAPEL HIGIÉNICO,0
932725,ÁGUA AMANHECER NASCENTE PET 6LT,ÁGUAS LISAS,1
101155,CREME VEGETAL PLANTA 2KG,CREMES VEGETAIS,0
250513,DOBRADA CONGELADA CC,BOVINO,0
457258,MORCELA MASTERCHEF,CHOURIÇOS,1
517213,CHOURICO CARNE CORRENTE MASTERCHEF,CHOURIÇOS,1
646006,GEMA PASTEURIZADA TETRA BRIK 1 Lt,OVOS PROCESSADOS,0
692026,IOGURTE AMANHECER AROMA COCO 125GR,IOGURTES,1
766258,FEIJAO MCHEF ENCARN.LATA 820GR,CONSERVAS VEGETAIS,1
868520,ALHO MOIDO CARMENCITA 625GR PET,ESPECIARIAS,0
868739,PIMENTA PRETA MOIDA CARMENCITA 510G PET,ESPECIARIAS,0
926341,"V. BCO ABDEGAS 11,5% BIB 5 LT",VINHOS BRANCOS,0
276788,LARANJA CAL5 (73/84) RCH,FRUTAS FRESCAS,0
276839,LIMAS ( 43/55) RCH,FRUTAS FRESCAS,0
278727,CEBOLA CAL 50/70 SC 15KG PAL RCH,HORTÍCOLAS CONSERVAÇÃO,0
278794,BAT CONS VERM LAV CAL45+ 10KG RCH,HORTÍCOLAS CONSERVAÇÃO,0
430577,LIMAO CAL3 40*30 RCH,FRUTAS FRESCAS,0
593660,OLEO GIRASSOL MCHEF 5LT,ÓLEOS,1
622714,LEITE MCHEF UHT GORDO LT,LEITE UHT REGULAR,1
709054,MANTEIGA GRESSO S/SAL 1KG,MANTEIGAS,0
721765,MASSA MILANEZA LINGUINE AL NERO S. 500G,MASSAS,0
724388,PIMENTO VERMELHO CX 2KG PLT CCG,LEGUMES FRESCOS,0
746926,MANJERICÃO FRESCO 100G RCH,LEGUMES FRESCOS,0
768707,ÁLCOOL ETÍLICO SANITÁRIO 70% 250ML AMANH,PRODUTOS DE SAÚDE,0
808434,"ARROZ ARBÓRIO CAÇAROLA 2,5 KG",ARROZ,0
821012,PELICULA ADER MCHEF PVC 30x300,CONSERVAÇÃO DE ALIMENTOS,1
848226,CENOURA SC1KG AMANHECER,LEGUMES FRESCOS,1
881887,AZEITO.PRETA 240/260 EXCELENCIA 3KG/1850,CONSERVAS VEGETAIS,0
916836,L TUDO MCHEF FLORAL 10LT,PRODUTOS PARA O CHÃO,1
923967,TOMATE CHERRY MIX 350GR RCH,LEGUMES FRESCOS,0
84120,CREME VEGETAL VAQUEIRO 1KG,CREMES VEGETAIS,0
657544,CEREAL AMANHECER ESTRELINHAS 375GR,CEREAIS,1
700041,"ÁGUA LUSO 1,5LT",ÁGUAS LISAS,0
709051,"NATAS GRESSO PASTEURIZ.2,5LT",NATAS,0
725348,PESCADA MEDALHOES MCHEF 1KG,PEIXE CONG EMBALADO,1
744384,BARRINHAS PESCADA NOS EMB.1KG,PREPARADOS PEIXE E MARISCO,0
847619,ARROZ BASMATI ATLANTIC 5KG,ARROZ,0
903223,ARROZ VAPORIZADO MASTERCHEF 5KG,ARROZ,1
912884,"MISTURA VEG.SOPA JULIANA MCHEF CG.2,5KG",VEGETAIS DIVERSOS E MISTURAS,1
53436,FEIJÃO ENCARNADO MCHEF 5KG,CONSERVAS VEGETAIS,1
114184,OLEO ALIMENTAR SERRATA LT,ÓLEOS,0
470048,LEITE CONDENSADO MASTERCHEF 397G,SOBREMESAS,1
509797,GELATINA MCHEF MORANGO 4X340GR,SOBREMESAS,1
509808,GELATINA MCHEF TUTTI FRUTTI 4X340GR,SOBREMESAS,1
509811,MOUSSE CHOCOLATE MCHEF 2X600GR,SOBREMESAS,1
605429,MASSA FOLHADA AMANHECER  230GR,MASSAS REFRIGERADAS,1
646007,CLARA PASTEURIZADA TETRA BRIK 1 Lt,OVOS PROCESSADOS,0
710328,FIAMBRE PA MCHEF FATIADO 750GR,FIAMBRES,1
811415,QJ FLAMENGO VILLAS FAT 1KG,FLAMENGO,0
821151,AZEITE FIO DOURADO 1L,AZEITES,0
915237,DET LOICA MCHEF 5LT,DETERGENTE LOIÇA,1
41045,LEITE UHT UCAL CHOCOLATE GRF 250ML,LEITE UHT AROMATIZADO,0
494907,GUARD 33X33 FS MC 200UN X3S X4R01,GUARDANAPOS FOLHA SIMPLES,0
708086,DESMOLDANTE TRENNAK.SPRAY600ML,PRODUTOS PARA DOÇARIA,0
749435,"ÁGUA MINERAL CALDAS DE PENACOVA PET 1,5L",ÁGUAS LISAS,0
26065,REFEIÇÃO BAKED BEANS TOMATE HEINZ 415G,CONSERVAS VEGETAIS,0
101149,QUEIJO CREME ERU REAL 24X15GR,QUEIJOS PARA BARRAR,0
250770,FIAMB PEITO PERU  FLENHA CF KG (CP),FIAMBRES,0
276708,KIWI CAL 30/33 RCH,FRUTAS FRESCAS,0
276908,BANANA IMPORTADA CAT I CÔR 3 RCH,FRUTAS FRESCAS,0
277903,TOMATE CEREJA EMB RCH,LEGUMES FRESCOS,0
369845,MORANGO KG RCH,FRUTAS FRESCAS,0
375132,FRAMBOESA 125G RCH,FRUTAS FRESCAS,0
375136,MIRTILO 125G RCH,FRUTAS FRESCAS,0
375158,AMORA 125G RCH,FRUTAS FRESCAS,0
449823,MULTIUSOS MCHEF 5LTS 1UN,MULTIUSOS,1
704578,OVO COZIDO DDO BALDE 70 UN,OVOS PROCESSADOS,0
732852,QUEIJO MCHEF GOUDA FAT.1KG,GOUDA,1
760687,CEREAIS CHOCAPIC NESTLÉ 375G,CEREAIS,0
838570,IOG AMANHECER LIQ.F.VERM170ML,IOGURTES,1
843606,PAPEL HIG RENOVA 4F ROYAL 9R,PAPEL HIGIÉNICO,0
903856,BACALHAU DESFIADO UBAGO CONG 1KG,BACALHAU,0
928244,MIOLO CAMARÃO 50/70 MAR IBÉRICA 800G,CAMARÃO,0
941964,COMPAL 100% FRUTA LARANJA TP 20CL,SUMOS 100 %,0
722590,ATUM LOMBO DESCONGELADO RCH CX 1 UN,PESCADO ESPECIALIDADES,0
277680,BERINGELA RCH,LEGUMES FRESCOS,0
643332,ESPARGOS VERDES 250GR CCP,LEGUMES FRESCOS,0
692895,SALADA IBÉRICA HOTFORM 350G RCH,4A GAMA,0
757461,PORCO ENTREMEADA COM ENTRECOSTO RCH,SUINO,0
848709,PIMENTAO DOCE MCHEF SC KG,ESPECIARIAS,1
868523,COMINHO MOIDO CARMENCITA 440G PET,ESPECIARIAS,0
877837,PAP HIG MCHEF FD BCO 32R,PAPEL HIGIÉNICO,1
899724,"CAMARÃO SEM CABEÇA 41/50 LMM 1,7K PLE",CAMARÃO,0
912645,FEIJAO ENCARNADO UNCLE THOMAS 820 GR,CONSERVAS VEGETAIS,0
27730,V.ALENTEJO MONTE VELHO BCO 75CL,VINHOS BRANCOS,0
62404,V.DÃO GRÃO VASCO TTO 75CL,VINHOS TINTOS,0
465342,PHILADELPHIA BALDE 5 KG,QUEIJOS PARA BARRAR,0
492173,BEB ESPIRITUOSA MACIEIRA 1LT,BRANDY,0
533168,ARROZ PATO REAL MALANDRINHO 1 KG,ARROZ,0
757620,"GEL.CAT.GOURMES NATA 4,5LT",GELADOS CATERING,1
829719,APERITIVO MARTINI BIANCO 1LT,APERITIVOS,0
968806,OLEO GIRASSOL MESA PORTUGUESA 5LT,ÓLEOS,0
11005,FARINHA BRANCA DE NEVE SUPER FINA 1KG,FARINHAS,0
14765,V.ALENTEJO MONTE VELHO TTO 75CL,VINHOS TINTOS,0
64103,V.VERDE CASAL GARCIA BCO 75CL,VINHOS BRANCOS,0
64901,V.MATEUS ROSÉ 75CL,VINHOS ROSÉ,0
560438,LICOR BEIRÃO 70CL,LICORES,0
659149,FARINHA AMANH S/FERMENTO 1KG,FARINHAS,0
673314,V.ALENTEJO ADEGA DE BORBA TTO 75CL,VINHOS TINTOS,0
710875,"V.ALENTEJO ADEGA BORBA DOC BCO 37,5 CL",VINHOS BRANCOS,0
710876,"V.ALENTEJO ADEGA BORBA DOC TTO 37,5 CL",VINHOS TINTOS,0
749432,ÁGUA MINERAL CALDAS DE PENACOVA PET 33CL,ÁGUAS LISAS,0
757619,"GEL.CAT.GOURMES BAUNILHA 4,5LT",GELADOS CATERING,1
960299,AGUA AMANHECER NASCENTE PET 50CL,ÁGUAS LISAS,1
38781,ARROZ CAÇAROLA CAROLINO 1KG,ARROZ,0
53425,ARROZ AGULHA MASTERCHEF 5 KG,ARROZ,1
53440,FEIJÃO PRETO MCHEF 5KG,CONSERVAS VEGETAIS,1
61530,ICE TEA LIPTON LIMÃO LATA 33CL,NÃO CARBONATADOS,0
103202,"ERVILHA MCHEF CONG 2,5 KG",LEGUMINOSAS E GRÃOS,1
280026,TOMATE B 57/67 RCH,LEGUMES FRESCOS,0
381369,"ESPINAFRES FOLHAS CONG MASTERCHEF 2,5",VEGETAIS DE FOLHA E CRUCÍFEROS,1
478682,BAT CONS SEL P/ FRITAR CAL 50+ 10KG RCH,HORTÍCOLAS CONSERVAÇÃO,0
690497,V.DOURO ALTANO BCO 75CL,VINHOS BRANCOS,0
734985,BOV PICANHA  B EUROPA CONG,BOVINO,0
776452,PREPARADO SNEL PARA CULINÁRIA 1LT,NATAS,0
910876,V.DOURO FLOR CÔA COLHEITA BCO 75CL,VINHOS BRANCOS,0
910877,V.DOURO FLOR CÔA COLHEITA TTO 75CL,VINHOS TINTOS,0
912638,"FEIJAO BRANCO UNCLE THOMAS 2,5KG",CONSERVAS VEGETAIS,0
912639,"FEIJAO ENCARNADO UNCLE THOMAS 2,5KG",CONSERVAS VEGETAIS,0
937897,TAB.CHOCOLATE CULINÁRIA MCHEF 43% 200GR,CHOCOLATE,1
951874,"TOMATE TRITURADO CIRIO LATA 2,5KG",CONSERVAS VEGETAIS,0
953572,"BROCULO 40-60 CONG 2,5 KG",VEGETAIS DE FOLHA E CRUCÍFEROS,0
966939,PESCADA CABO HG H5++ 2.5kg/UP ENV CG 15K,PEIXE CONG EMBALADO,0
276696,MANGA BARCO CAL 7/9 RCH,FRUTAS FRESCAS,0
278129,PEPINO RCH,LEGUMES FRESCOS,0
411517,ATUM POSTA OLEO VEGETAL MC 385GR,CONSERVAS ATUM,0
491800,OVOS CODORNIZ MASTERCHEF12 UNI,OVOS CODERNIZ,1
818332,V.DOURO ALMA D'OURO BCO 75CL,VINHOS BRANCOS,0
848227,TOMATE SC1KG AMANHECER,LEGUMES FRESCOS,1
912651,FEIJÃO PRETO UNCLE THOMAS 820 GR,CONSERVAS VEGETAIS,0
101674,OLEO ALIMENTAR FULA 10 LT,ÓLEOS,0
506776,"AZEITE GALLO VE 0,25L",AZEITES,0
916835,L TUDO MCHEF BOSQUE 10LT,PRODUTOS PARA O CHÃO,1
53434,FEIJÃO BRANCO MCHEF FIDALGO 5KG,CONSERVAS VEGETAIS,1
110277,"ÁGUA SERRA DA ESTRELA 1,5LT",ÁGUAS LISAS,0
802473,DET LOICA AMANH TRAD LIMÃO 1LT,DETERGENTE LOIÇA,0
903661,ANANAS CALDA UNCLE THOMAS 825GR,FRUTAS EM CONSERVA,0
923162,CREME VEGETAL MCHEF KG,CREMES VEGETAIS,1
926337,"V. BCO ABDEGAS 11,5% TETRA 1 LT",VINHOS BRANCOS,0
958700,LEITE CONDENSADO COZIDO BELAVILA 397G,SOBREMESAS,0
625743,CERELAC  MULTIFRUTOS SEM GLÚTEN 250G,ALIMENTOS INFANTIS,0
765372,FLOCOS DE MEL AMANHECER 750GR,ALIMENTOS INFANTIS,1
913636,FAR LÁCT BLEDINA  FRUTOS VARIADOS 200G,ALIMENTOS INFANTIS,0
913637,FAR LÁCT BLEDINA BOLACHA 200G,ALIMENTOS INFANTIS,0
926336,"V. TTO ABDEGAS 11,5% TETRA 1 LT",VINHOS TINTOS,0
276798,PERA ROCHA CAL65/70 50*30 2CAM RCH,FRUTAS FRESCAS,0
15831,AROMA DE BAUNILHA GLOBO 28ML,PRODUTOS PARA DOÇARIA,0
664722,COCO RALADO AMANHECER 200 GR,PRODUTOS PARA DOÇARIA,1
766251,GRAO BICO MCHEF LATA 820GR,CONSERVAS VEGETAIS,1
819885,MIOLO NOZ MCHEF QUARTOS 1KG,FRUTOS SECOS,1
906719,PAPEL VEGETAL MCHEF 38CMX50MT,CONSERVAÇÃO DE ALIMENTOS,1
939895,FLOCOS DE AVEIA JERONIMOS 400G,CEREAIS,0
103199,"FEIJAO VERDE CONG. MCHEFE 2,5 KG",LEGUMINOSAS E GRÃOS,1
276720,MAÇÃ ROYAL GALA CAL70/75 50*30 2CAM RCH,FRUTAS FRESCAS,0
728689,ATUM MARESIA ÓLEO BOLSA 1KG,CONSERVAS ATUM,0
752025,SACO LIXO MCHEF AT 100LT 10 UN,SACOS LIXO,1
820432,PURE BATATA FERBAR 2KG,REFEIÇÕES PRONTAS,0
