ID Product,Product Description,ID Product Category,Own Brand
950868,MANTEIGA MIMOSA COM ALHO E ERVAS 20X8G,MANTEIGAS,0
614540,CASTANHA ULTRACONGELADA MASTERCHEF 1KG,VEGETAIS DIVERSOS E MISTURAS,1
922627,"REFR C/GÁS COCA COLA ORIGINAL PET 1,5L",CARBONATADOS,0
317668,NÉCTAR COMPAL VITAL EQ MANGA/LARANJ 33CL,SUMOS,0
152604,QUEIJO DE VACA CASTELÕES ORIGINAL KG,QUEIJOS PRATO,0
276707,KIWI CAL 27/30 RCH,FRUTAS FRESCAS,0
279808,MELOA GALIA RCH,FRUTAS FRESCAS,0
369920,MELANCIA RISCADA C/ POUCA SEMENTE RCH,FRUTAS FRESCAS,0
734680,BAKED BEANS UNCLE THOMAS 420G,CONSERVAS VEGETAIS,0
819443,AMENDOIM MCHEF FRITO C/S 1KG,FRUTOS SECOS,1
873865,IOGURTE AGROS ANANÁS 120G,IOGURTES,0
873217,MILHO CONG 10KG,OUTROS VEGETAIS,0
965054,FEIJAO BRANCO GULOSO BOLSA 3 KG,CONSERVAS VEGETAIS,0
277366,MAÇÃ FUJI CAL65/70 50*30 2CAM RCH,FRUTAS FRESCAS,0
328663,ÁGUA C/GÁS CASTELLO 25CL,ÁGUAS COM GÁS,0
933650,ACUCAR MASCAVADO AMANHECER 1KG,AÇÚCAR,1
459000,"MILHO DOCE CONG MCHEF 2,5KG",VEGETAIS DIVERSOS E MISTURAS,1
841915,LULA LIMPA INDIA 10/20 MARFRESCO 800GR,CEFALÓPODES,0
753395,GUARD.RENOVA BAR TIPO L200X30,GUARDANAPOS FOLHA SIMPLES,0
953379,BROAS SANTA MARIA ALCOBAÇA CONG 84x20G,PADARIA,0
959105,TOMATE SECO ZERO DE OLEO PONTI 300 GRS,CONSERVAS VEGETAIS,0
812198,ACUCAR MCHEF BRANCO SC 25KG,AÇÚCAR,1
844126,MANTEIGA PRIMOR SEM SAL 250G,MANTEIGAS,0
912889,VINAGRE BALSAMICO MODENA CASA RINALDI 2L,VINAGRES,0
29046,PUDIM BOCA DOCE CARAMELO 22G,SOBREMESAS,0
266826,REQUEIJÃO DE VACA SALOIO NATURAL 170G,QUEIJOS FRESCOS,0
326833,COBERTURA CREDICAU BARRA 5 KG,PRODUTOS PARA DOÇARIA,0
638662,PREGADO 2000/3000 RCH,PESCADO AQUICULTURA,0
734644,QUEIJO PASTASAN 1KG,OUTROS QUEIJOS ESTRANGEIROS,0
224708,"TOMATE CUBOS CIRIO LATA 2,550KG",CONSERVAS VEGETAIS,0
922533,"REFR C/GÁS COCA COLA ZERO PET 1,5L",CARBONATADOS,0
408859,MASSA MILANEZA LASANHA C/OVO 500G,MASSAS,0
947850,ESPARGOS 17/24 JJJ 660 GR,CONSERVAS VEGETAIS,0
411653,PATO CONG AVIBOM CC,AVES / CAÇA / COELHO,0
735379,ARROZ COZINHA VELHA AGULHA 1 KG,ARROZ,0
899669,MASSA BARILLA TORTIGLIONI 500G,MASSAS,0
67813,WHISKY J&B 15 ANOS 70CL,WHISKY,0
278125,PIMENTO AMARELO 1 CAM RCH,LEGUMES FRESCOS,0
370063,BATATA CONS BCA CAL45+ 20KG RCH,HORTÍCOLAS CONSERVAÇÃO,0
639217,SALSA FRISADA FRESCA 100G RCH,LEGUMES FRESCOS,0
694826,"ESPARREGADO MASTERCHEF CONG 1,3KG",VEGETAIS DE FOLHA E CRUCÍFEROS,1
892460,COCKTAIL MARISCO S/GLUT MASTERCHEF 1KG,PREPARADOS PEIXE,1
906375,V.DOURO DUORUM BCO 75CL,VINHOS BRANCOS,0
913678,LUVAS NITRILO NEGRO XL 100UN,LUVAS,0
638805,PAPA CERELAC MAÇÃ 250G,ALIMENTOS INFANTIS,0
642318,PAPA CERELAC 5 FRUTOS 250G,ALIMENTOS INFANTIS,0
949743,FARINHA LÁCTEA CERELAC 900G,ALIMENTOS INFANTIS,0
645221,SACO PEAD MCHEF ROLO 30X40 PK2,CONSERVAÇÃO DE ALIMENTOS,1
62434,V.ALENTEJO ESPORÃO RESERVA TTO 75CL,VINHOS TINTOS,0
62714,V.DOURO EVEL BCO 75CL,VINHOS BRANCOS,0
915624,LIMPA VIDROS MCHEF 5LT,LIMPA VIDROS,1
15202,TOSTA TOSTAGRILL 230 G,PRODUTOS DE PADARIA,0
264584,CAFÉ SOLÚVEL DESCAF DOSES NESCAFÉ 10UN,CAFÉS E MISTURAS,0
601535,CHA LIPTON FRUTOS DO BOSQUE 25SAQ,CHÁS E INFUSÕES,0
692027,IOGURTE AMANHECER PEDAÇOS MORANGO 125GR,IOGURTES,1
891339,PRINGLES ORIGINAL 40G,APERITIVOS E BATATA FRITA,0
912652,"FEIJAO FRADE UNCLE THOMAS 2,5 KG",CONSERVAS VEGETAIS,0
928407,IOG PEDAÇOS MORANGO 5KG RTM,IOGURTES,0
966403,IOG GREGO NATURAL MCHEF  1KG,IOGURTES,1
697090,"COGUMELOS INT.FERBA 2,5",CONSERVAS VEGETAIS,0
734534,"BETERRABA RALADA DIAMIR 2,5 KG",CONSERVAS VEGETAIS,0
883275,AZEITO.VERD LAMIN.BOLSA EXCELENCIA 1.8KG,CONSERVAS VEGETAIS,0
904910,GAMBÃO ARGENTINO 20/30 SELV CONG CX 2KG,CAMARÃO,0
943621,PANKO TAIKOBAN 6MM SC10KG,FARINHAS,0
962910,"BETERRABA RODELAS MOCITOS LATA 2,5KG",CONSERVAS VEGETAIS,0
356600,TOALHETES REFR LIM GOURMET 500,TOALHETES,0
372837,TOMILHO FRESCO 100G RCH,LEGUMES FRESCOS,0
906442,BEBIDA ESPIRITUOSA D.RAMIRES 1LT,BRANDY,0
446797,ALFACE ROMANA RCH,LEGUMES FRESCOS,0
734585,"COGUMELOS SETAS 2,65KG",CONSERVAS VEGETAIS,0
841349,VINHO PORTO BARROS TAWNY 75CL,VINHO DO PORTO,0
888734,ALCAPARRAS CARMENCITA 700 GR.,CONSERVAS VEGETAIS,0
575745,MASSA GAROFALO COUSCOUS 1KG,MASSAS,0
771648,DOCE AMANH FRAMBOESA 355GR,MEL E DOCES,0
926339,V. TTO ABDEGAS SUBLIME 13% BIB 5 LT,VINHOS TINTOS,0
289343,BRANDY CROFT 1 LT,BRANDY,0
710043,SUMO LARANJA NAT.PLAST.BIB 5LT,SUMOS 100 %,0
715119,TORTILLAS MILHO MEXICAN ZANUY,PRODUTOS DE PADARIA,0
810834,SARDINHA GENERAL EM ÓLEO VEGETAL 120G,CONSERVAS MAR ESPECIALIDADES,0
842047,QJ ALAVAO TRAD PIM KG,QUEIJOS PRATO,0
857974,BATATA DOCE 11X11 PALITO ARDO CG 2KG,BATATA,0
861400,BATATA DOCE WEDGES S/GLUTEN ARDO CG 2KG,BATATA,0
900798,ROLO TERM.MCHEF 80X80X11 BPA FREE 10UN,PAPELARIA,1
913907,TÁBUA MISTA ALENTEJANA DOURIQUE 80GR,OUTROS ENCHIDOS,0
928305,GUACAMOLE MASTERCHEF 500GR,PATÉS E SIMILARES,1
445385,COCKTAIL DE COGUMELOS ARDO 600G,VEGETAIS DIVERSOS E MISTURAS,0
712226,PERNIL FUMADO MCHEF KG,OUTROS FUMADOS,1
766242,FEIJAO MCHEF PRETO LATA 820GR,CONSERVAS VEGETAIS,1
870878,"SORVETE GOURMES MANGA 2,5L",GELADOS CATERING,1
734535,"REBENTOS FEIJÃO MUNGO DIAM 2,5KG",CONSERVAS VEGETAIS,0
749463,BOLO BOLACHA FATIADO C.PROF CG R43023,PASTELARIA,0
476151,AÇÚCAR RAR MASCAVADO ESCURO 500G,AÇÚCAR,0
613759,ESPARGOS VERDES BONDUELLE CONG 1KG,VEGETAIS DIVERSOS E MISTURAS,0
870882,"GEL GOURMES LEITE FR VERMELHOS 2,5L",GELADOS CATERING,1
589772,LEITÃO ENTREMEADA C/OSSO CONG CC,SUINO,0
863226,COXINHAS DE FRANGO MASTERCHEF 20X60GR,SALGADOS / SNACKS E ENTRADAS,1
526044,V.ALENTEJO PORTA RAVESSA TTO 75CL,VINHOS TINTOS,0
574536,V.ALENTEJO PORTA RAVESSA BCO 75CL,VINHOS BRANCOS,0
819961,TEMP MCHEF SUMO LIMAO 500ML,VINAGRES,1
840803,"V.MOSCATEL FAVAITO 50X5,5CL",VINHO MOSCATEL,0
101767,KETCHUP DONA SARAH 950GR,MOLHOS,0
832306,LUVAS DESC.NIT.AZ.MCHEF S 100U,LUVAS,1
104778,MOSTARDA DIJON ORIGINAL MAILLE 215G,MOLHOS,0
720674,PIMENTO VERMELHO INT ASSADO 500G 5G CCP,4A GAMA,0
863268,DOCE DE ABÓBORA CASA DE MATEUS 345G,MEL E DOCES,0
877333,SUMO LARANJA NATURAL POMAR CONG 5L,POLPAS DE FRUTA,0
912913,VINAGRE BALSAMICO MODENA CASA RINALDI250,VINAGRES,0
917095,TÁBUA MISTO DE PORCO PRETO MONTARAZ 80GR,OUTROS ENCHIDOS,0
927139,BACON CAETANOS CUBOS 500GR,BACON,0
933587,ESPETOS KNOT 10CM 16770 250UN,DESCARTÁVEIS MADEIRA,0
921358,AMAC MCHEF CLASSIC 10LT,AMACIADORES ROUPA,1
890651,SALADA CAMPONESA 250G RCH,LEGUMES FRESCOS,0
545847,GUARD MCHEF FD BCO 40X40 50UN,GUARDANAPOS FOLHA DUPLA,1
52579,"AZEITE GALLO VE CLASSICO 0,75L",AZEITES,0
834106,MASSA NACIONAL MACARRÃO RISCADO 500G,MASSAS,0
287966,TREMOCO COZIDO MASTER CHEF 3KG,CONSERVAS VEGETAIS,1
749208,ESPINAFRE PLT CPP15,4A GAMA,0
714976,DIP POT MOLHO ALHO HEINZ 100X 25GR,MOLHOS,0
944866,PAO ALHO E ERVAS AMANHECER CONG 2X175GR,OUTROS PÃES E ESPECIALIDADES,1
731286,SUMO REF.ARANDO CRANBERRY 1LT,SUMOS,0
614891,GELO EM CUBOS MCHEF 2KG,GELO,1
959682,LUVAS DESCART NITRILO PRETAS MCHEF S 100,LUVAS,1
525403,MAXI BASES CREPES DELICES 6X50GR,PASTELARIA,0
922385,NOVILHO CORAÇÃO DE ALCATRA BC KG,BOVINO,0
968776,OLEO ALIM TEMPERO MESA PORTUGUESA 5 LT,ÓLEOS,0
855384,CREME VEGETAL BECEL ORIGINAL 450G,CREMES VEGETAIS,0
846787,PAO DO CHEF MCHEF 50GR,PÃO TAMANHO INDIVIDUAL,1
808336,CABECA PORCO FUMADA MCHEF KG,OUTROS FUMADOS,1
582140,ICE TEA LIVE AMANHECER PESSEGO 1.5LT,NÃO CARBONATADOS,1
927481,PALHINHA PAPEL PRET.FLEX 250UN,DESCARTÁVEIS PAPEL,0
718899,MELAO BOLLO RCH,FRUTAS FRESCAS,0
100406,V.PORTO CALEM VELHOTES BCO 75CL,VINHO DO PORTO,0
764559,BATATA CONS CAL 25-35 5KG VITACRESS RCH,4A GAMA,0
898619,SEMENTES QUINOA BCA REAL TREVIJANO 1100K,SEMENTES,0
955332,BOVINO BOCHECHAS CONG KG,BOVINO,0
416245,BATATA FORNO INT DESC 5KG 4G RCH,4A GAMA,0
663781,BATATA FRITAR INT DESC 5 KG 4G RCH,4A GAMA,0
638231,CORVINA AQUACULTURA 2000/3000 RCH KG,PESCADO AQUICULTURA,0
748025,LUVAS MCHEF DESC VINIL M 100UN,LUVAS,1
835467,CAMARÃO  S/CAB 36/40 2KG CONG,CAMARÃO,0
277375,MAÇÃ ROYAL GALA CAL60/65 50*30 2CAM RCH,FRUTAS FRESCAS,0
712482,AZEITE GALLO VIRG.EXT.CLAS.3LT,AZEITES,0
505759,QUEIJO GORGONZOLA 150G,OUTROS QUEIJOS ESTRANGEIROS,0
734121,PUDIM AB PRISCOS CPROFIT CONG R63082,PASTELARIA,0
942408,PAINHO QUINTINHA DA ALDEIA KG,PAIOS,0
951539,PASTEL DE NATA PANPOR CONG 68 G,BOLOS E SOBREMESAS INDIVIDUAIS,0
818509,AMENDOA MCHEF PALIT S/PEL 1KG,FRUTOS SECOS,1
905539,DOCE FR VERM CASA DE MATEUS F ÉPOCA 350G,MEL E DOCES,0
959684,LUVAS DESCART NITRILO PRETAS MCHEF L 100,LUVAS,1
832212,AZEITONA MCHEF PTA OX ROD BOLSA 936G,CONSERVAS VEGETAIS,1
961334,GELATINA LIGHT AMANHECER ANANAS 31G,SOBREMESAS,1
13545,MISTURA SOLÚVEL MOKAMBO 200G,CAFÉS E MISTURAS,0
647448,CHA GOURMES VERDE 25 SAQ,CHÁS E INFUSÕES,1
734283,CORVINA 3/4KGS (CX 1 UNI),PESCADO SELVAGEM,0
773301,MEL DIAMIR 15 GRX192,MEL E DOCES,0
873871,IOGURTE AGROS MORANGO 120G,IOGURTES,0
906493,TOFU FUMADO BIO SEARA 250GR,PROTEÍNA VEGETAL,0
59044,MASSA ALHO MASTER CHEF  1200 G,CONDIMENTOS,1
917122,MASSA MCHEF  FARFALLE 500G,MASSAS,1
862199,FRANGO PERNINHA <80GR CONG KG,AVES / CAÇA / COELHO,0
753633,SUMO SUNQUICK CONCENTRADO MANGA 2LT re,CONCENTRADOS,0
822708,"AGUA VIMEIRO LISA 0,75L VIDR",ÁGUAS LISAS,0
950869,MANTEIGA MIMOSA S/SAL 100X8GR,MANTEIGAS,0
655863,PIZZA HAWAIANAF. LENHA AMANHECER 350 GRS,PIZZAS,1
655864,PIZZA PEPERONI F.LENHA AMANHECER 350 GRS,PIZZAS,1
655865,PIZZA MARGARITF. LEN.AMANHECER 2X300 GRS,PIZZAS,1
520670,PASTEIS BACALHAU MINI MCHEF CG 55UN 825G,SALGADOS / SNACKS E ENTRADAS,1
873867,IOGURTE AGROS BANANA 120G,IOGURTES,0
876242,BOLINHAS DE ALHEIRA MASTERCHEF 30X25GR,SALGADOS / SNACKS E ENTRADAS,1
667088,JULIANA 400G 4G RCH,4A GAMA,0
930447,ESPUMANTE CORTE REAL BRUTO 75CL,ESPUMANTES NACIONAIS,0
950980,TIRA NÓDOAS SPRAY TOKE 200ML,ADITIVOS ROUPA,0
600947,LIPTON CAMOMILA 6X25SQ,CHÁS E INFUSÕES,0
835310,CHOC QUENTE NESTLE 25X20GR,ACHOCOLATADOS,0
962757,"DOCE PESSEGO BALDE MOCITOS 4,2 KG",MEL E DOCES,0
962763,"DOCE FRUTOS VERMELHOS BALDE MOCITOS 4,2",MEL E DOCES,0
765659,FEIJAO AMANHECER PRETO 420GR,CONSERVAS VEGETAIS,1
819985,AMENDOA MCHEF S/PELE 1KG,FRUTOS SECOS,1
954647,PÃO FORMA FRISANDWICH CONG 800 G,PADARIA,0
938585,V DÃO LIQUEN ALFROCHEIRO TTO 75CL,VINHOS TINTOS,0
945104,V.QTA DE LEMOS D. SANTANA 2021 BCO 75 CL,VINHOS BRANCOS,0
868736,PIMENTÃO DOCE CARMENCITA 490G PET,ESPECIARIAS,0
55519,NÉCTAR COMPAL VITAL AOX LAR/CEN/MAN 1L,SUMOS,0
61003,REFRIGERANTE PEPSI COLA ORIGINAL LT 33CL,CARBONATADOS,0
280028,ABÓBORA MANTEIGA RCH,LEGUMES FRESCOS,0
381202,UVA BRANCA RCH,FRUTAS FRESCAS,0
381920,"BANANA IMPORTADA CÔR 2,5 GE RCH",FRUTAS FRESCAS,0
457234,"FARINHEIRA 1,25 KG MASTERCHEF",FARINHEIRAS,1
517787,NÉCTAR COMPAL VITAL AOX FRUT VERM 1L,SUMOS,0
749441,AGUA MINERAL CALDAS DE PENACOVA 5LT,ÁGUAS LISAS,0
855276,SALMÃO 5/6 BANDA/FILETE KG,PESCADO AQUICULTURA,0
868731,MANJERICÃO CARMENCITA 180G PET,ESPECIARIAS,0
906716,PELICULA ADER MCHEF PVC 45X300,CONSERVAÇÃO DE ALIMENTOS,1
937485,CAFÉ SOLÚVEL DESCAF NESCAFÉ 100G,CAFÉS E MISTURAS,0
912869001,"IOG.LIQ.S/LACT AMANH 170G, MORANGO",IOGURTES,0
47822,REFRIGERANTE SEM GÁS FRESKY LARANJA 1L,NÃO CARBONATADOS,0
420744,GUARDANAPO MCHEF FD 22x22 100UN,GUARDANAPOS FOLHA DUPLA,1
705496,GOMA JELLY BEANS INTERDOCES KG,REBUÇADOS GOMAS E PASTILHAS,0
708203,MARSH SORTIDO INTERDOCES 350G,REBUÇADOS GOMAS E PASTILHAS,0
834887,GOMAS AMANH SORTIDO ACUCAR 100,REBUÇADOS GOMAS E PASTILHAS,0
732083,WHISKY FAMOUS GROUSE 70CL,WHISKY,0
771675,CEBOLA SACO 1KG AMANHECER RCH,HORTÍCOLAS CONSERVAÇÃO,1
914892,EDAMAME JVIRTO CG 1KG,LEGUMINOSAS E GRÃOS,0
642272,SUINO PÁ S/  OSSO VACUO KG,SUINO,0
954265,FILETES CAVALA HERSAN LT 900G,CONSERVAS MAR ESPECIALIDADES,0
764368,IOGURTE MAGRO MOR AMC 125GR,IOGURTES,1
815176,ROLO MCHEF 2F ADD SY AZ 400M2R,ROLOS DE COZINHA,1
965031,GRÃO BICO GULOSO BOLSA 3 KG,CONSERVAS VEGETAIS,0
944645,"DOCE MCHEF MORANGO 2,5KG",MEL E DOCES,1
709488,AZEITE OLIVEIRA SERRA 5L,AZEITES,0
896914,BOV. PICANHA AA IRLANDA UK KG,BOVINO,0
966940,PESCADA CHILE HG 5L 2.7kg/UP ENV CG 11KG,PEIXE CONG EMBALADO,0
941437,* LEGUMES À BRÀS SI,PRATO VEGETARIANO,0
946277,* LOMBO DE PORCO SI,PRATO DE CARNE,0
955824,* RATATOUILLE DE LEGUMES  SI,PRATO VEGETARIANO,0
10005657,* BACALHAU C/NATAS SI,PRATO DE PEIXE,0
10005889,* PESCADA COZIDA SI,PRATO DE PEIXE,0
10005893,*PERNAS DE FRANGO NO FORNO SI,PRATO DE CARNE,0
10005894,* PURE DE BATATA SI,ACOMPANHAMENTO,0
10005954,* PEITO DE FRANGO GRELHADO SI,PRATO DE CARNE,0
10005963,* ESPARGUETE COZIDO SI,ACOMPANHAMENTO,0
10006437,* BACALHAU À GOMES DE SÀ SI,PRATO DE PEIXE,0
10006446,* FILETES PEIXE VERMELHO SI,PRATO DE PEIXE,0
10006499,* TORTILHA DE VEGETAIS SI,PRATO VEGETARIANO,0
10006519,* BRÒCULOS COZIDOS SI,ACOMPANHAMENTO,0
10006521,* MIX LEG JULIANA SAlTEADO SI,PRATO VEGETARIANO,0
10006540,* FRANGO A CAMPONESA SI,PRATO DE CARNE,0
103911,TAB CHOC LEITE TOBLERONE 35G,CHOCOLATE,0
108018,SALAME IZIDORO FOOD SERVICE,OUTROS ENCHIDOS,0
346573,PRESUNTO METADES MASTERCHEF,PRESUNTOS,1
445228,NÉCTAR COMPAL CLÁSSICO MARACUJÁ 1L,SUMOS,0
708321,GRAO BICO AMANHECER F.540GR,CONSERVAS VEGETAIS,1
864908,WAFFLE CG 30X100G,PADARIA,0
891786,MANTEIGA MCHEF SEM SAL KG,MANTEIGAS,1
894659,MINI CROISSANT MASTERCHEF 35GR,BOLOS E SOBREMESAS INDIVIDUAIS,1
903938,QJ MANCHEGO DOP FLOR MI PUEBLO 3KG,OUTROS QUEIJOS ESTRANGEIROS,0
905678,PÃO FORM RÚS INTEG FAT PAN CG 450 170215,PADARIA,0
949443,MINI FOLHADO NOZ PECAN PANPOR CONG 45G,PADARIA,0
749467,TARTE BOLACHA CROCANTE C.PROF CG R63076,PASTELARIA,0
665006,MAIONESE GOURMÊS 250X12ML,MOLHOS,0
762892,ICE TEA AMANHECER LIMÂO PET 2LT,NÃO CARBONATADOS,1
834796,MORTADELA MASTERCHEF KG,MORTADELA,1
968206,BACON INTEIRO S/PELE MONELLS KG,BACON,0
725772,KETCHUP HEINZ 875 ML,MOLHOS,0
725782,MAIONESE HEINZ 875 ML,MOLHOS,0
843084,BOLO DO CACO 100 G (CP),PADARIA,0
918126,MOLHO DE PIZZAS PORTOMATO 2.55KG,CONSERVAS VEGETAIS,0
639058,MANJERICÃO VASO RCH,LEGUMES FRESCOS,0
101472,ACAFRAO INDIA JANOTA PAC 1KG,ESPECIARIAS,0
898374,PALETINES CAFÉ MAD IND 120UN,DESCARTÁVEIS MADEIRA,0
961627,ACHOCOLATADO NESQUIK 600G,ACHOCOLATADOS,0
278302,FEIJÃO VERDE LARGO RCH,LEGUMES FRESCOS,0
849078,ACENDALHA AMANHECER BCO 32 CUBOS,CASA E JARDIM,1
665571,MOSTARDA GOURMÊS TOP DOWN 250ML,MOLHOS,0
819483,DOURADA 300/400 AMANHADA KG,PESCADO AQUICULTURA,0
819484,ROBALO 300/400 AMANHADO KG,PESCADO AQUICULTURA,0
104547,MASSA MILANEZA FETTUCINI 500G,MASSAS,0
582240,MEXILHÃO MEIA CONCHA UN 800GR CX CONG,BIVALVES,0
866283,BAC POSTA TRAD 300/400 AMARRAS 6KG CONG,BACALHAU,0
889038,CAMARAO 30/40 VANNAMEI AQUAC CONG 2KG,CAMARÃO,0
870131,QUEIJO GROZETE LT 175GR,OUTROS QUEIJOS ESTRANGEIROS,0
967321,"QUEIJO MOZZARELLA FIOS CANTADORA 2,5KG",MOZZARELLA,0
821504,NOVILHO ANGUS HAMBURGUER 300G UN PD C01,BOVINO,0
934943,HUMMUS AMANHECER 180GR,PATÉS,1
718991,FRANGO DO CAMPO KG,AVES / COELHO,0
769116,COELHO RCH C03,AVES / COELHO,0
874787,POTA TIRAS PANADA MARNATURA SACO 1KG,PREPARADOS PEIXE E MARISCO,0
645237,SACO PEBD MCHEF CRIS.30X40 5KG,CONSERVAÇÃO DE ALIMENTOS,1
824013,ATUM AMANH POSTA OLEO 120GR,CONSERVAS ATUM,0
658069,MASSA MILANEZA LINGUINE 500 GR,MASSAS,0
724945,"SUMO AMANHECER 100% MAÇÃ 1,5LT",SUMOS 100 %,1
278329,CHOCOLATE GRANULADO GLOBO KG,CHOCOLATE,0
383382,ÁGUA C/GÁS FRIZE LIMÃO 25CL,ÁGUAS COM GÁS,0
716889,DESINFECTANTE ALCOOL ALCOSAN 20L,MULTIUSOS,0
580211,BATATA FRITA RODELA MCHEF 500GR,APERITIVOS E BATATA FRITA,1
777245,BOLACHA PETIT SEM GLÚTEN SCHAR 165G,BOLACHAS,0
889037,CAMARAO 20/30 VANNAMEI AQUAC CONG 2KG,CAMARÃO,0
900477,LEVEDURA FRESCA 2 X 25 G,FERMENTO FRESCO,0
966668,QUEIJO MASCARPONE TGT 2KG,OUTROS QUEIJOS ESTRANGEIROS,0
870877,"SORVETE GOURMES LIMÃO 2,5L",GELADOS CATERING,1
871261,"SORVETE GOURMES TANGERINA 2,5L",GELADOS CATERING,1
221424,"ÁGUA C/GÁS CARVALHELHOS PET 1,5LT",ÁGUAS COM GÁS,0
924371,FERMENTO FERMIPAN 4X11G,PRODUTOS PARA DOÇARIA,0
937326,COPO CERV.CART.MCHEF 300ML 50U,DESCARTÁVEIS PAPEL E CARTÃO,1
949447,"BATATA WEDGES C PELE ECOFROST CG 2,5 KG",BATATA,0
304574,PORCO ORELHA CONG VC RCH CC,SUINO,0
108685,MOLHO PIRI-PIRI HENR FCO 1120G,MOLHOS,0
868521,SEMENTES DE SESAMO CARMENCITA 490G PET,SEMENTES,0
898616,SEMENTES LINHAÇA TREVIJANO 900 GR.,SEMENTES,0
908297,BARRA BE KIND AMENDOAS CARAMELO SALG 40G,CEREAIS,0
908319,BARRA BE KIND CHOCOLATE E SAL 40G,CEREAIS,0
726761,PORCO CACHAÇO S/OSSO CONG,SUINO,0
965346,"GRELOS CONGELADOS GELCAMPO 2,5KG",VEGETAIS DE FOLHA E CRUCÍFEROS,0
29045,PUDIM BOCA DOCE BAUNILHA 22G,SOBREMESAS,0
708280,"VINAGRE ESPORAO TINTO 0,7%25CL",VINAGRES,0
777849,ARROZ CACAROLA SUSHI 1KG,ARROZ,0
870587,VINAGRE ARROZ UCHIBORI BIB 20LTS,VINAGRES,0
888119,GARFO MESA MADEIRA 160MM 50UN,DESCARTÁVEIS MADEIRA,0
902835,CRAVINHO CARMENCITA EM GRÃO 330G PET,ESPECIARIAS,0
276716,MACA GRANNY SMITH 75/80 RCH,FRUTAS FRESCAS,0
655324,BOL.AMANHECER CREAM CRACKER200GR,BOLACHAS,1
776744,"DOCE LARANJA BALDE DIAMIR 4,2 KG",MEL E DOCES,0
865005,FILETE CAVALA MANNA AZ 120G,CONSERVAS MAR ESPECIALIDADES,0
944648,"DOCE MCHEF PESSEGO 2,5KG",MEL E DOCES,1
709791,CHA LIPTON ENGLISH BREAKFAST 25SAQ,CHÁS E INFUSÕES,0
755590,PERA CAL60+ SC1KG 60*40 RCH,FRUTAS FRESCAS,0
870765,TARTE DE AMÊNDOA CG 50X57G,PASTELARIA,0
949193,TOALHETE PARA TABULEIRO JERONYNO 2250UN,DESCARTÁVEIS PAPEL E CARTÃO,0
766478,FOLHA DE BRICK DOBRADA JR 136G,MASSAS REFRIGERADAS,0
946574,LENTILHA AURA VERMELHA 1KG,CONSERVAS VEGETAIS,0
598468,FILETE ANCHOVA RAMIREZ EM ÓLEO 40 GR,CONSERVAS MAR ESPECIALIDADES,0
707273,CALDO KNORR CARNE 3KG,CONDIMENTOS,0
747770,CERV C/ALC SUPER BOCL 33CL,CERVEJAS BRANCAS,0
891770,XAROPE MONIN SANGRIA 70 CL,XAROPES,0
900505,BROAS CASTELARES CG 160X30GR,PASTELARIA,0
873318,BOV BIFES 150GR 33UN GIC CONG,BOVINO,0
850962,MOUSSE CHOC AMANH 4X60GR,SOBREMESAS REFRIGERADAS,0
908530,V.VERDE CAMALEÃO ALVARINHO BCO 75CL,VINHOS BRANCOS,0
949123,V.REG.TRANS.V.TÁVORAS TTA AMAR. TTO 75CL,VINHOS TINTOS,0
942095,PORCO PRETO SECRETO PATANEGRA CG KG,SUINO,0
420829,GROSELHA 125G RCH,FRUTAS FRESCAS,0
911581,"WRAP TRIGO FOOD SERVICE KOALA 1,08KG",PRODUTOS DE PADARIA,0
954022,V.PORTO HERITAGE TAWNY 75CL,VINHO DO PORTO,0
372325,ROBALO 200/300 RCH,PESCADO AQUICULTURA,0
307979,AMEIJOA JAPONESA  RCH,MARISCO FRESCO,0
891769,XAROPE MONIN SPRITZ LARANJA 70 CL,XAROPES,0
377811,BAC GRA NOR MCHEF EMB RCH,BACALHAU INTEIRO,1
489379,MASSA FOLHADA MCHEF 4X900G,REFEIÇÕES PRONTAS,1
581600,MOLHO COCKTAIL TOP DOWN HEINZ 220ML,MOLHOS,0
855272,DOURADA 300/400 BANDA/FILETE KG,PESCADO AQUICULTURA,0
855844,ROBALO 300/400 BANDA/FILETE KG,PESCADO AQUICULTURA,0
919727,MOLHO MCHEF AGRIDOCE 950ML,MOLHOS,1
758864,MOLHO HELLMANN'S 1000 ILHAS LT,MOLHOS,0
356976,WHISKY IRLANDÊS JAMESON 70CL,WHISKY,0
483968,KETCHUP TOP DOWN HEINZ 460G,MOLHOS,0
850897,BOL.AMANH CHOCOLEO 176G,BOLACHAS,0
400252,MEL G S F 350GR,MEL E DOCES,0
521629,CROQUETES CARNE MINI MCHEF CG 55UN 825G,SALGADOS / SNACKS E ENTRADAS,1
734114,TARTE AMÊNDOA CPROFIT CONG R63078,PASTELARIA,0
960254,"GEL CAT NUTRIVA CANELA 4,5 LT",GELADOS CATERING,0
611456,V.P.SET.D.ERM. BCO 75CL,VINHOS BRANCOS,0
710522,"V.DÃO CABRIZ COLHEITA SEL.BCO 37,5CL",VINHOS BRANCOS,0
746834,V.MADEIRA J.FARIA M/SECO 3ANOS 75CL,VINHO MADEIRA,0
702513,V VERDE VILA NOVA ALVARINHO 75CL,VINHOS BRANCOS,0
852893,LOMBO ESCOLAR +2K (PEIXE MANTEIGA)CG KG,PEIXE CONG HIGIENIZADO,0
