Client ID,ZIP Code,ID Client Type
210103965,4050,Hotelaria
210103969,4000,
210103973,4885,
210103990,4404,
210103991,4400,Hotelaria
210103993,4050,
210103998,4520,
210103999,4200,
210104000,4425,
210104009,3830,
210104010,4520,
210104022,4425,Catering
210104026,4590,
210104027,4475,
210104038,4440,
210104040,3460,
210104044,4000,
210104048,4404,Catering
210104052,4150,
210104053,4495,
210104056,4000,Hotelaria
210104057,4785,
210104058,4710,
210104059,4760,
210104060,4450,Coletiva/Instituição/Cantina
210104071,4560,
210104074,4800,
210104075,4810,
210104076,4810,
210104077,4635,
210104078,4490,
210104079,4715,
210104081,4740,
210104082,3885,
210104083,4815,
210104084,4730,
210104087,4710,
210104088,4800,
210104089,4500,
210104090,4435,
210104092,4765,
210104096,4575,
210104099,4560,Restaurante - Churrasqueira
210104104,4560,
210104112,4000,
210104113,4000,
210104114,4000,
210104118,4805,
210104119,4350,Catering
210104121,4400,
210104122,4050,
210104125,4100,Hotelaria
210104126,4400,
210104134,4250,Café/Pastelaria
210104135,3700,
210104141,4560,
210104143,4900,
210104144,4200,
210104151,4300,
210104156,4560,Café/Pastelaria
210104157,4835,
210104159,4200,Coletiva/Instituição/Cantina
210104160,4000,
210104162,4400,
210104163,4350,Restaurante - Cozinha Portuguesa
210104164,4150,
210104165,4050,
210104167,4250,
210104168,4560,
210104169,4610,
210104170,5000,
210104171,4590,
210104172,4750,
210104173,4470,
210104175,3720,
210104176,5370,Mercearia
210104177,5400,
210104178,3840,
210104179,5100,
210104180,4935,
210104182,5400,
210104185,3840,
210104186,3750,
210104187,4990,
210104188,5000,
210104189,4435,
210104190,4990,
210104191,4820,
210104195,5400,
210104196,3500,
210104199,3880,
210104200,3880,
210104206,3830,Retail Outros
210104211,4485,
210104213,4050,Hotelaria
210104214,5400,Hotelaria
210104221,4100,Hotelaria
210104225,4400,
210104226,4400,
210104228,4050,
210104232,4490,
210104235,4050,
210104239,4560,Hotelaria
210104240,4450,
210104241,4435,
210104246,4485,
210104248,4420,
210104252,4050,
210104253,4050,
210104254,4050,
210104255,4050,
210104256,4050,
210104260,4050,Hotelaria
210104261,4050,
210104263,4050,
210104264,4050,
210104265,4050,
210104266,4050,
210104268,4050,
210104269,4050,
210104270,4050,Hotelaria
210104273,4050,
210104276,4050,
210104277,4050,
210104280,4050,
210104281,4050,
210104283,4050,
210104285,4050,
210104286,4050,
210104287,4050,
210104289,4050,
210104291,4970,
210104296,4050,
210104299,4515,
210104304,4430,Café/Pastelaria
210104310,3880,
210104311,3500,
210104312,3500,
210104313,3510,
210104314,5370,
210104316,4811,
210104317,4050,
210104319,4560,
210104326,4400,Restaurante - Cozinha Portuguesa
210104330,4450,
210104331,4460,Coletiva/Instituição/Cantina
210104337,4100,
210104342,4470,Restaurante - Cozinha Portuguesa
210104344,4990,Retail Outros
210104345,4430,Coletiva/Instituição/Cantina
210104348,4000,
210104352,4000,Hotelaria
210104363,4000,Hotelaria
210104365,4100,
210104369,4780,
210104370,4050,
210104376,4904,Hotelaria
210104379,4800,Coletiva/Instituição/Cantina
210104380,4490,
210104384,4455,Coletiva/Instituição/Cantina
210104389,4480,
210104390,4835,
210104392,4740,
210104395,4000,
210104398,4490,
210104399,4425,
210104405,4435,
210104406,4510,
210104407,4460,
210104408,4000,
210104409,4465,
210104410,4420,
210104415,4435,
210104421,4510,
210104422,4435,
210104424,4400,Restaurante - Cervejaria
210104427,4470,
210104428,4150,
210104430,4400,
210104431,4300,
210104432,4200,
210104434,4200,
210104435,4450,
210104439,4715,Hotelaria
210104441,4405,
210104443,4000,Hotelaria
210104444,4150,Coletiva/Instituição/Cantina
210104445,4400,
210104446,4100,
210104452,4510,
210104454,4445,
210104455,4450,Restaurante - Cozinha Portuguesa
210104459,4460,
210104461,4445,
210104463,6300,
210104464,4770,Retail Outros
210104466,6420,
210104467,4149,
210104472,4050,Hotelaria
210104473,4445,Café/Pastelaria
210104474,4050,
210104477,4000,
210104480,4400,Hotelaria
210104488,4050,
210104497,4100,
210104500,4400,
210104512,4100,Coletiva/Instituição/Cantina
210104515,4000,Hotelaria
210104516,4580,
210104519,4510,
210104521,4050,
210104522,5085,
210104524,4480,
210104525,4435,
210104529,4485,Hotelaria
210104530,4430,Café/Pastelaria
210104532,4000,
210104536,4480,Coletiva/Instituição/Cantina
210104537,4480,
210104539,4485,
210104541,4480,
210104542,4480,
210104543,4480,Coletiva/Instituição/Cantina
210104545,4480,
210104547,4480,
210104548,4485,
210104553,4495,Coletiva/Instituição/Cantina
210104554,4495,
210104555,4495,
210104561,4535,
210104562,4505,
210104563,4535,
210104575,4475,
210104576,4450,Coletiva/Instituição/Cantina
210104586,4485,
210104588,4150,
210104591,4430,
210104592,4470,
210104597,4470,
210104599,4050,Hotelaria
210104600,4470,Coletiva/Instituição/Cantina
210104601,4470,
210104602,4470,
210104603,4470,
210104604,4470,
210104607,4420,Catering
210104611,4000,
210104618,4400,Catering
210104622,4050,
210104623,4050,
210104625,4050,
210104626,4050,
210104627,4050,Hotelaria
210104628,4150,
210104634,4435,
210104639,4505,Coletiva/Instituição/Cantina
210104643,4425,
210104645,4100,
210104668,4100,
210104669,4400,
210104670,4400,Café/Pastelaria
210104671,4575,
210104684,3880,
210104685,3880,
210104686,3880,
210104688,4460,
210104696,4450,
210104697,4710,
210104698,4835,
210104700,4590,
210104701,4575,
210104702,4575,Coletiva/Instituição/Cantina
210104721,4490,
210104722,4710,
210104723,4460,Hotelaria
210104725,4250,Coletiva/Instituição/Cantina
210104734,4475,
210104752,4100,
210104753,4400,Coletiva/Instituição/Cantina
210104766,4490,Restaurante - Cervejaria
210104778,4050,Bar/Discoteca
210104800,4455,
210104801,4710,
210104802,4404,
210104803,4000,
210104804,4835,
210104805,4400,
210104806,3700,
210104807,4425,
210104808,4700,
210104809,4435,
210104810,4835,
210104811,4350,
210104812,4464,
210104813,4485,
210104814,4000,
210104815,4435,
210104817,4430,
210104818,4785,
210104820,4000,Hotelaria
210104821,3880,
210104822,4520,Hotelaria
210104823,4400,
210104824,3800,
210104826,3810,Restaurante - Cozinha Portuguesa
210104828,4435,
210104829,4200,Restaurante - Cozinha Portuguesa
210104830,4404,
210104840,4200,Restaurante - Cozinha Portuguesa
210104849,4430,
210104854,4400,Restaurante - Cozinha Portuguesa
210104857,4400,Hotelaria
210104860,4400,
210104861,4400,
210104866,4510,Restaurante - Churrasqueira
210104870,4000,
210104873,4470,
210104885,3460,
210104886,4400,
210104888,4430,
210104892,4400,
210104898,4050,Hotelaria
210104901,4410,
210104904,4050,Restaurante - Cozinha Portuguesa
210104905,4050,
210104913,4460,
210104921,4520,
210104927,4050,Restaurante - Cervejaria
210104930,4490,
210104931,4000,
210104935,4000,Hotelaria
210104936,4400,
210104939,4200,Café/Pastelaria
210104940,4490,
210104942,4490,
210104943,4485,
210104944,4485,
210104945,4485,
210104946,4425,
210104950,4560,
210104958,4470,
210104960,4750,
210104972,4430,Restaurante - Cozinha Portuguesa
210104979,4400,Hotelaria
210104980,4460,
210104983,4400,
210104988,4730,Coletiva/Instituição/Cantina
210104993,4455,
210104998,4100,
210105014,4425,
210105017,4795,
210105019,4825,
210105020,4825,
210105022,4825,
210105023,4780,
210105024,4780,
210105025,4780,
210105026,4780,
210105027,4780,
210105028,4825,
210105030,4825,
210105031,4780,
210105032,4780,
210105036,4795,
210105037,4795,
210105038,4795,
210105045,4490,
210105054,4785,Restaurante - Japonês
210105055,2675,
210105057,4450,
210105076,4400,
210105077,4050,
210105080,4475,Café/Pastelaria
210105090,4400,Restaurante - Cozinha Portuguesa
210105091,4200,
210105096,4050,Hotelaria
210105097,4050,
210105098,4050,Hotelaria
210105099,4490,
210105102,4410,Coletiva/Instituição/Cantina
210105104,4464,Coletiva/Instituição/Cantina
210105105,3810,
210105106,4050,
210105107,4050,Hotelaria
210105110,4050,
210105111,4050,
210105112,4050,
210105113,4050,
210105114,4050,
210105115,4050,
210105116,4520,Catering
210105118,4460,
210105119,4460,
210105120,4450,
210105122,4150,
210105123,4810,Restaurante - Cervejaria
210105124,4000,Restaurante - Cozinha Portuguesa
210105125,4470,Bar/Discoteca
210105129,4475,
210105134,4600,
210105139,4150,
210105141,4900,
210105145,4050,
210105148,4050,
210105149,4050,Restaurante - Cozinha Portuguesa
210105151,4150,
210105152,4935,
210105165,4000,Café/Pastelaria
210105172,4000,
210105173,4485,
210105175,4490,
210105182,4000,
210105184,4585,Hotelaria
210105185,4435,
210105186,3720,
210105194,4410,
210105195,4050,Hotelaria
210105196,4460,
210105198,4250,
210105200,4200,
210105202,4425,
210105203,4470,
210105205,4785,
210105209,4050,Coletiva/Instituição/Cantina
210105215,4435,
210105216,4410,
210105217,4200,Restaurante - Cervejaria
210105220,4430,Coletiva/Instituição/Cantina
210105221,4455,
210105223,4000,Hotelaria
210105224,4810,
210105226,4150,
210105228,4200,Catering
210105229,4710,
210105230,4430,Restaurante - Cozinha Portuguesa
210105232,4760,
210105240,4050,
210105242,4050,
210105243,4050,
210105244,4050,
210105247,4050,Coletiva/Instituição/Cantina
210105254,4300,
210105261,4460,
210105262,4050,
210105264,4404,
210105272,4470,Hotelaria
210105282,3830,
210105285,4740,
210105286,4450,
210105287,4700,Coletiva/Instituição/Cantina
210105298,4485,
210105302,4900,Padaria/Pastelaria
210105303,4490,
210105304,4480,
210105327,4050,
210105328,4050,
210105332,4050,Hotelaria
210105334,4450,
210105337,4400,
210105338,4050,
210105340,4480,
210105341,4480,
210105345,4000,
210105349,4835,Restaurante - Cozinha Portuguesa
210105350,4740,
210105352,4450,
210105353,3800,
210105355,4900,Coletiva/Instituição/Cantina
210105362,4430,
210105363,4440,
210105365,4455,
210105368,4300,Hotelaria
210105369,3880,Restaurante - Cozinha Portuguesa
210105370,4000,
210105381,3700,
210105383,4485,
210105384,4400,Café/Pastelaria
210105385,4050,
210105388,4490,
210105395,4000,
210105398,4430,
210105399,4000,Hotelaria
210105400,4610,
210105401,4480,Catering
210105413,3700,Hotelaria
210105415,4590,
210105416,4000,
210105417,4495,Hotelaria
210105421,4000,
210105422,4440,
210105425,4520,
210105426,4480,
210105427,3810,
210105428,4900,
210105430,4050,
210105431,4050,Hotelaria
210105445,4450,
210105448,4450,
210105450,4434,
210105456,4400,Hotelaria
210105457,4400,
210105458,4400,
210105459,4400,
210105460,4400,
210105461,4400,
210105462,4400,
210105464,4450,Bar/Discoteca
210105468,4000,
210105470,4404,
210105472,4050,
210105481,4700,
210105484,4470,
210105486,3700,
210105487,3700,Coletiva/Instituição/Cantina
210105489,4465,
210105494,4750,
210105497,4535,Coletiva/Instituição/Cantina
210105501,4000,Café/Pastelaria
210105502,4000,Hotelaria
210105503,4740,Coletiva/Instituição/Cantina
210105508,4740,Coletiva/Instituição/Cantina
210105509,3730,Coletiva/Instituição/Cantina
210105510,4450,
210105511,4400,
210105512,3720,Coletiva/Instituição/Cantina
210105513,4100,Coletiva/Instituição/Cantina
210105514,4350,
210105515,4450,Hotelaria
210105516,4400,
210105517,3700,
210105518,4430,
210105519,4405,
210105520,4460,
210105522,4490,
210105523,4200,
210105524,4464,
210105525,4710,
210105526,4435,
210105527,4485,
210105528,4835,
210105529,4000,
210105530,3810,
210105531,3810,
210105535,4450,
210105539,4705,
210105540,4430,Coletiva/Instituição/Cantina
210105542,4784,Hotelaria
210105544,4200,
210105545,4740,
210105546,4400,Hotelaria
210105548,4460,
210105549,4350,
210105551,4050,Bar/Discoteca
210105552,4460,Coletiva/Instituição/Cantina
210105555,4470,
210105556,4050,
210105558,3830,
210105559,3830,
210105561,4050,
210105562,4050,
210105564,3860,
210105568,4740,
210105569,4740,
210105570,4050,Coletiva/Instituição/Cantina
210105571,4100,Coletiva/Instituição/Cantina
210105574,4450,
210105577,3510,
210105579,4050,
210105580,4300,
210105581,4200,Bar/Discoteca
210105583,4450,Hotelaria
210105587,4470,Hotelaria
210105591,4740,Catering
210105595,4465,Padaria/Pastelaria
210105597,4445,
210105598,4415,Coletiva/Instituição/Cantina
210105599,3810,Coletiva/Instituição/Cantina
210105600,4050,Coletiva/Instituição/Cantina
210105601,4435,
210105604,3770,
210105605,4000,
210105609,4480,Coletiva/Instituição/Cantina
210105610,4100,
210105611,4050,Coletiva/Instituição/Cantina
210105614,3850,
210105615,3850,
210105616,3850,
210105617,3850,
210105619,4100,
210105620,4000,
210105621,4450,
210105623,4450,
210105624,3870,
210105625,3870,
210105628,4250,
210105629,4400,
210105630,4435,Coletiva/Instituição/Cantina
210105631,4435,Coletiva/Instituição/Cantina
210105633,4200,
210105644,4795,
210105645,4795,
210105646,4780,
210105649,4560,Coletiva/Instituição/Cantina
210105650,4000,Restaurante - Cozinha Portuguesa
210105652,4000,
210105653,4000,Hotelaria
210105654,4200,
210105655,4435,
210105660,4460,Coletiva/Instituição/Cantina
210105665,3880,
210105666,3880,
210105668,3880,
210105669,3880,
210105672,3885,
210105673,4200,
210105676,4000,Hotelaria
210105680,4435,
210105681,4465,
210105684,4485,
210105686,4490,Café/Pastelaria
210105687,4465,
210105688,4450,Hotelaria
210105694,4050,Restaurante - Cozinha Portuguesa
210105695,4400,Restaurante - Cozinha Portuguesa
210105696,4440,Coletiva/Instituição/Cantina
210105700,4400,
210105701,4785,Hotelaria
210105702,3750,Hotelaria
210105706,4100,
210105707,3860,
210105708,4100,
210105709,4510,
210105710,4150,Café/Pastelaria
210105711,4150,
210105712,4200,Café/Pastelaria
210105713,4000,
210105715,4450,
210105718,4000,
210105719,4435,
210105721,4400,
210105725,4000,
210105726,4455,
210105727,4450,
210105728,4740,
210105730,4490,
210105736,4150,Café/Pastelaria
210105737,4450,Coletiva/Instituição/Cantina
210105738,4480,
210105739,4935,
210105741,4430,
210105742,4900,
210105743,4450,Hotelaria
210105744,4505,
210105749,4050,
210105750,4400,
210105752,4450,Café/Pastelaria
210105753,4000,Hotelaria
210105754,4050,
210105758,4490,
210105759,4000,Hotelaria
210105760,4700,Hotelaria
210105763,4400,
210105764,4435,
210105765,4050,
210105766,4485,
210105768,4435,
210105769,4200,
210105770,4805,
210105771,4200,Café/Pastelaria
210105772,4000,
210105779,4460,Restaurante - Chinês
210105780,4050,
210105781,4470,
210105782,4000,Hotelaria
210105783,4450,
210105786,4460,
210105791,4450,
210105795,4535,Café/Pastelaria
210105797,4480,
210105798,4400,
210105800,4000,
210105801,4410,Coletiva/Instituição/Cantina
210105803,4490,
210105804,4450,
210105806,4200,Hotelaria
210105807,4435,
210105808,4485,Garrafeira
210105811,5100,
210105814,4435,
210105816,4400,Hotelaria
210105817,3700,Hotelaria
210105818,4700,Hotelaria
210105819,4425,Hotelaria
210105820,4750,Hotelaria
210105822,4420,Hotelaria
210105825,4440,
210105826,4820,Hotelaria
210105831,4050,Retail Outros
210105832,4400,
210105835,3720,
210105836,4500,
210105848,4450,
210105849,4100,Café/Pastelaria
210105850,4000,Bar/Discoteca
210105851,4050,Coletiva/Instituição/Cantina
210105855,4050,Hotelaria
210105869,4935,Coletiva/Instituição/Cantina
210105871,4435,
210105873,4455,
210105874,4100,
210105877,4480,Coletiva/Instituição/Cantina
210105878,4435,
210105879,4050,Coletiva/Instituição/Cantina
210105880,4050,
210105881,4450,Café/Pastelaria
210105882,4050,Padaria/Pastelaria
210105883,4000,Café/Pastelaria
210105884,4450,
210105891,4400,
210105893,4150,
210105895,4490,Restaurante - Japonês
210105896,3850,
210105897,4400,Coletiva/Instituição/Cantina
210105900,4450,Coletiva/Instituição/Cantina
210105901,4050,
210105902,4200,
210105903,4475,Catering
210105907,3885,
210105909,3885,
210105912,4630,
210105913,4630,
210105914,4630,
210105915,4630,
210105916,4630,
210105917,4630,
210105918,4630,
210105919,4890,Hotelaria
210105920,4510,
210105923,4455,
210105925,4050,
210105927,4350,Restaurante - Cozinha Portuguesa
210105929,4050,
210105931,4470,
210105932,4705,
210105933,4520,
210105934,4300,
210105935,4925,
210105936,4149,
210105937,4150,
210105938,4710,Hotelaria
210105939,4800,Hotelaria
210105940,3850,Hotelaria
210105941,3800,
210105942,4300,
210105943,4450,
210105944,4470,Café/Pastelaria
210105945,4470,
210105946,3880,
210105948,4780,
210105949,4835,Hotelaria
210105950,4050,Restaurante - Cozinha Portuguesa
210105951,4475,
210105952,4810,Catering
210105953,4760,
210105955,4780,Catering
210105956,4400,Restaurante - Cozinha Portuguesa
210105960,4000,
210105962,4815,
210105964,4050,
210105967,4420,Coletiva/Instituição/Cantina
210105969,3004,Coletiva/Instituição/Cantina
210105970,4490,Restaurante - Cozinha Portuguesa
210105971,4580,Catering
210105972,4050,Padaria/Pastelaria
210105974,4705,
210105978,4445,
210105979,4450,
210105980,4050,
210105982,4450,
210105983,4475,
210105984,4435,
210105986,4300,Coletiva/Instituição/Cantina
210105987,4000,
210105988,4435,Coletiva/Instituição/Cantina
210105989,4580,
210105990,4580,
210105991,4780,
210105992,4810,Catering
210105993,4800,
210105997,4300,
210105999,4485,
210106001,4455,Hotelaria
210106002,4450,
210106003,4450,Coletiva/Instituição/Cantina
210106015,4810,
210106017,4100,
210106019,4430,Hotelaria
210106020,4460,
210106022,4490,
210106023,4250,
210106024,4760,Restaurante - Cozinha Portuguesa
210106026,4490,Hotelaria
210106027,4450,Hotelaria
210106029,4410,
210106031,4404,
210106032,4000,
210106033,4460,
210106034,4560,Café/Pastelaria
210106035,4480,
210106036,4445,
210106039,4450,Coletiva/Instituição/Cantina
210106042,4740,
210106043,4700,
210106045,4835,
210106046,4810,
210106047,4050,
210106048,4815,
210106050,4770,
210106051,4410,
210106052,4560,
210106053,4560,
210106054,4560,
210106055,4490,Restaurante - Steak House
210106056,4485,Hotelaria
210106058,4405,
210106059,4000,
210106060,4700,
210106061,4440,
210106062,4585,
210106063,4580,Restaurante - Churrasqueira
210106065,4415,
210106066,4760,
210106067,4445,Coletiva/Instituição/Cantina
210106068,4590,
210106069,4460,
210106070,4785,
210106071,4430,
210106072,4475,
210106074,4250,
210106075,4400,
210106077,4810,
210106079,4585,
210106080,4050,
210106084,4525,
210106086,4475,Café/Pastelaria
210106087,4000,
210106089,4149,
210106090,4400,Hotelaria
210106091,4400,Hotelaria
210106092,4400,Hotelaria
210106093,4400,Hotelaria
210106094,4525,
210106095,4760,
210106096,4050,
210106098,4460,
210106099,4050,
210106100,4430,Coletiva/Instituição/Cantina
210106101,4430,
210106102,4705,
210106103,4480,Hotelaria
210106105,4760,
210106106,4050,
210106108,4740,
210106110,4350,
210106111,4430,
210106113,5100,
210106114,5150,
210106115,4780,
210106116,4760,
210106117,4000,
210106118,4520,
210106119,4450,Hotelaria
210106120,4415,
210106122,4490,
210106123,4100,Hotelaria
210106124,4740,
210106125,4400,
210106126,4620,Catering
